time,depth,Xpos,Ypos,Ca43,23Na/43Ca,25Mg/43Ca,55Mn/43Ca,88Sr/43Ca,138Ba/43Ca
s,mm, , ,cps,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol
64.07776,0.007257325,7582.652912,42106.33511,8502.890983,429.3560818,1.635318765,0.369744809,0.040078158,0
64.1869,0.007684226,7582.876375,42105.97137,8302.756515,445.4177591,1.438168785,0.300968695,0.041120922,0
64.29603,0.008111127,7583.099838,42105.60762,8903.169528,383.377807,0.44467609,0.290811929,0.019071487,0
64.40518,0.008538029,7583.323301,42105.24388,9753.803984,342.2488296,2.823205866,0.356095675,0.017297162,0
64.51438,0.00896493,7583.546765,42104.88014,9103.313606,415.4272245,1.736806841,0.286798581,0,0
64.62353,0.009391832,7583.770228,42104.5164,8903.169528,387.608278,1.778725706,0.331534884,0.014303558,0
64.73268,0.009818733,7583.993691,42104.15265,8102.625251,454.3871041,1.722687579,0.370180421,0.021109352,0
64.84184,0.010245635,7584.217154,42103.78891,10154.12257,343.0779913,1.159173252,0.303242928,0.008285733,0
64.95099,0.010672536,7584.440618,42103.42517,9903.921953,343.0738477,1.190381519,0.326981377,0.008508808,0
65.06018,0.011099438,7584.664081,42103.06142,10154.12257,341.8433328,1.352371498,0.338630754,0.012428649,0
65.16932,0.011526339,7584.887544,42102.69768,9353.498208,380.2324777,1.265324689,0.339289785,0.027133934,0
65.27846,0.01195324,7585.111007,42102.33394,10054.04172,332.7713064,1.952445931,0.332001401,0,0
65.3876,0.012380142,7585.33447,42101.97019,8703.028654,420.6743104,1.13919152,0.360600382,0.034200949,0
65.49676,0.012807043,7585.557934,42101.60645,8202.690482,438.488062,1.942840424,0.311289667,0.026039009,0
65.60596,0.013233945,7585.781397,42101.24271,9003.241167,384.8640207,0.659062074,0.347701245,0.023555196,0
65.7151,0.013660846,7586.00486,42100.87896,9003.241167,385.7536902,2.63629575,0.431059609,0.018844081,0
65.82425,0.014087748,7586.228323,42100.51522,9403.535729,389.1210163,1.677505511,0.282492565,0.013489599,0
65.9334,0.014514649,7586.451787,42100.15148,8803.098691,384.6922367,2.475637655,0.30319696,0.024130654,0
66.04242,0.014941551,7586.67525,42099.78774,8953.205247,391.9008754,1.54704721,0.381593836,0.01421777,0
66.15156,0.015368452,7586.898713,42099.42399,9103.313606,429.2696103,2.388123736,0.320881363,0.018622033,0
66.26071,0.015795353,7587.122176,42099.06025,7652.341617,456.106911,2.094685346,0.424682696,0.044919127,0
66.36985,0.016222255,7587.34564,42098.69651,9953.961677,335.7136489,0.986669861,0.317484684,0.021158349,0
66.47901,0.016649156,7587.569103,42098.33276,8803.098691,415.7271185,1.12527634,0.350306729,0.048262274,0
66.58819,0.017076058,7587.792566,42097.96902,9403.535729,362.2521325,1.887197474,0.342845871,0.026979522,0
66.69734,0.017502959,7588.016029,42097.60528,9453.573451,401.6313022,1.668013303,0.360001639,0.017884429,0
66.80648,0.017929861,7588.239492,42097.24153,9753.803984,352.8469947,0.604959376,0.377203678,0.021621539,0
66.91563,0.018356762,7588.462956,42096.87779,9303.460887,395.9448411,2.545246832,0.32736787,0.013644897,0
67.02475,0.018783663,7588.686419,42096.51405,8502.890983,421.0146099,0.700845293,0.421706769,0.040078158,0
67.13396,0.019210565,7588.909882,42096.1503,10054.04172,363.1463227,1.561950497,0.339665011,0.016747224,0
67.24311,0.019637466,7589.133345,42095.78656,8853.134009,412.6329695,1.118445415,0.339400523,0.043172198,0
67.35224,0.020064368,7589.356809,42095.42282,10204.1633,351.2550223,1.729700679,0.284060297,0.024727936,0
67.46138,0.020491269,7589.580272,42095.05908,8703.028654,395.658065,1.594874508,0.37550498,0.009771504,0
67.57043,0.020918171,7589.803735,42094.69533,9803.843106,349.6709719,0.601666533,0.338413025,0.025804725,0
67.67951,0.021345072,7590.027198,42094.33159,10604.49631,343.6149157,0.922443832,0.219583311,0.035606501,0
67.78866,0.021771974,7590.250662,42093.96785,8853.134009,383.7293672,2.013217853,0.365739907,0.0479693,0
67.8978,0.022198875,7590.474125,42093.6041,9853.88243,374.2321534,1.994725688,0.315702688,0.01283236,0
68.00702,0.022625776,7590.697588,42093.24036,10004.0016,371.9224623,1.373984663,0.292681283,0.033673419,0
68.11621,0.023052678,7590.921051,42092.87662,9803.843106,368.9375922,3.208971608,0.288558278,0.038707552,0
68.22536,0.023479579,7591.144514,42092.51287,8853.134009,388.3855998,1.342137182,0.389153489,0.033578107,0
68.33443,0.023906481,7591.367978,42092.14913,9153.350126,414.4618369,1.726633932,0.310530941,0.032398067,0
68.44366,0.024333382,7591.591441,42091.78539,8552.9251,421.520009,2.785770721,0.3552667,0.039825675,0
68.55277,0.024760284,7591.814904,42091.42164,10054.04172,364.8061597,1.757197824,0.288576019,0.020934114,0
68.662,0.025187185,7592.038367,42091.0579,9053.277286,379.7674459,1.310319978,0.34278333,0.028098824,0
68.77116,0.025614087,7592.261831,42090.69416,10054.04172,370.4496054,0.585725579,0.286021677,0.025121037,0
68.8803,0.026040988,7592.485294,42090.33042,9703.765061,353.002302,1.622118747,0.33417889,0.047830296,0
68.98938,0.026467889,7592.708757,42089.96667,10054.04172,352.6893499,1.952445931,0.309011125,0.025121037,0
69.09858,0.026894791,7592.93222,42089.60293,9553.649494,357.2523419,1.64934744,0.285842278,0.026526653,0
69.20778,0.027321692,7593.155684,42089.23919,8853.134009,383.2606956,1.565829844,0.327694434,0.01918726,0
69.31692,0.027748594,7593.379147,42088.87544,9803.843106,349.7537184,1.604460132,0.312173212,0.034406575,0
69.42605,0.028175495,7593.60261,42088.5117,10104.08205,350.9954101,2.13637418,0.28197317,0.03331843,0
69.53518,0.028602397,7593.826073,42088.14796,8703.028654,405.0574204,2.734097927,0.318869093,0.058631372,0
69.6444,0.029029298,7594.049537,42087.78421,10904.75447,318.3656692,0.537320607,0.250668445,0.003840758,0
69.75356,0.0294562,7594.273,42087.42047,9253.423767,374.0752507,0.853313857,0.362756263,0.054897554,0
69.86271,0.029883101,7594.496463,42087.05673,7802.43436,461.1484665,0.512736097,0.479552023,0.054977514,0
69.97177,0.030310002,7594.719926,42086.69298,8202.690482,413.9193575,2.671421612,0.371655871,0.031246936,0
70.0809,0.030736904,7594.943389,42086.32924,10054.04172,347.0459042,1.757197824,0.27580441,0.033494984,0
70.19003,0.031163805,7595.166853,42085.9655,8502.890983,404.5364889,1.16808016,0.388083921,0.040078158,0
70.29907,0.031590707,7595.390316,42085.60176,10304.24535,325.5740736,1.141221305,0.236337611,0.032630435,0
70.40818,0.032017608,7595.613779,42085.23801,8552.9251,438.6899204,1.62501667,0.3552667,0.044804064,0
70.51737,0.03244451,7595.837242,42084.87427,8302.756515,406.7007235,4.314609906,0.395045119,0.077103888,0
70.6265,0.032871411,7596.060706,42084.51053,9553.649494,357.7465543,1.855519581,0.366763046,0.026526653,0
70.73565,0.033298313,7596.284169,42084.14678,8302.756515,437.674352,2.39696715,0.360549119,0.015420037,0
70.84479,0.033725214,7596.507632,42083.78304,9753.803984,346.653385,1.814899907,0.340265116,0.017297162,0
