specimen,category,element,mean,std,se,cl95,N,growth_rate,start_date,end_date
B323,peak 5,55Mn/43Ca,0.024187474865530304,0.00562179831998441,0.0002446573684496416,0.0004806234375881031,528,,2022-06-01 03:00:00.000000000,2022-06-01 03:00:00.000000000
B323,peak 5,88Sr/43Ca,2.6122005538295454,0.6428076152152463,0.027974610721785562,0.05495544097238605,528,,2022-06-01 03:00:00.000000000,2022-06-01 03:00:00.000000000
B323,peak 5,138Ba/43Ca,0.005580155168560605,0.0019487795627294929,8.480974456357999e-05,0.00016660667623222147,528,,2022-06-01 03:00:00.000000000,2022-06-01 03:00:00.000000000
B323,peak 6,Ca43,738495.8218681599,265395.89925619226,6967.235684402705,13666.939112072936,1451,,2022-05-11 22:45:00.000000000,2022-05-11 22:45:00.000000000
B323,peak 6,23Na/43Ca,23.965160460551346,5.0049295613223554,0.1313905901910935,0.25773596263737514,1451,,2022-05-11 22:45:00.000000000,2022-05-11 22:45:00.000000000
B323,peak 6,25Mg/43Ca,4.0465803347084774,2.319972802083728,0.06090447267204468,0.11947029745601374,1451,,2022-05-11 22:45:00.000000000,2022-05-11 22:45:00.000000000
B323,peak 6,43Ca/43Ca,1000.0,0.0,0.0,0.0,1451,,2022-05-11 22:45:00.000000000,2022-05-11 22:45:00.000000000
B323,peak 6,55Mn/43Ca,0.07194711149620951,0.0627489335167702,0.0016472997886611232,0.0032313455336902747,1451,,2022-05-11 22:45:00.000000000,2022-05-11 22:45:00.000000000
B323,peak 6,88Sr/43Ca,2.000542762414886,0.4091200328323106,0.010740315505785924,0.02106821768504778,1451,,2022-05-11 22:45:00.000000000,2022-05-11 22:45:00.000000000
B323,peak 6,138Ba/43Ca,0.01116760199862164,0.00756622305136182,0.00019863027042746752,0.00038963341197485355,1451,,2022-05-11 22:45:00.000000000,2022-05-11 22:45:00.000000000
B323,peak 7,Ca43,506584.95686820283,168911.02569162124,6620.145046024889,12999.451349427161,651,,2022-04-25 00:00:00.000000000,2022-04-25 00:00:00.000000000
B323,peak 7,23Na/43Ca,26.461771939846393,5.434874181863595,0.21300951340216512,0.4182698093751386,651,,2022-04-25 00:00:00.000000000,2022-04-25 00:00:00.000000000
B323,peak 7,25Mg/43Ca,4.111140357783411,1.9345511616322133,0.0758210379489542,0.14888373097993224,651,,2022-04-25 00:00:00.000000000,2022-04-25 00:00:00.000000000
B323,peak 7,43Ca/43Ca,1000.0,0.0,0.0,0.0,651,,2022-04-25 00:00:00.000000000,2022-04-25 00:00:00.000000000
