NIOZ jetty LON=4.789E   LAT=53.002N , depth of sensors -1.5 meter NAP.												
Intervals of 60 minutes 													
TM = YYYYMMDDHHmm (YYYY=year, MM=month, DD=day, HH=hour, mm=minute) in UTC													
ET = excel decimal time 													
T = median value of temperature from centered intervals (e.g. value at 10:00 is median from 9:30-10:30)													
T_std = standard deviation of temperature within the interval 													
T_N = number of data points for temperature within the interval 													
T_max = maximum temperature within the interval 													
T_min = minimum temperature within the interval 													
T_flag = quality flag 													
S = median value of salinity from centered intervals (e.g. value at 10:00 is median from 9:30-10:30)													
S_std = standard deviation of salinity within the interval 													
S_N = number of data points for salinity within the interval 													
S_max = maximum salinity within the interval 													
S_min = minimum salinity within the interval 													
S_flag = quality flag 													
Quality flags:  -1=No flag available, 0=uncalibrated data, 1=OK, 1-2 : includes corrected data, 4-5 : includes missing data, fraction indicates how much missing or corrected data was incorporated (low end: none, high end: all), 9=missing 
Temperature in [degrees Celsius], Salinity in [PSU]												
													
TM 	ET 	T 	T_std 	T_N 	T_max 	T_min 	T_flag 	S 	S_std 	S_N 	S_max 	S_min 	S_flag 
202201101200	44571.5	6.148	0.044	6	6.196	6.082	1	28.715	0.129	6	28.895	28.575	1
202201101300	44571.54167	6.208	0.023	6	6.225	6.166	1	28.935	0.075	6	29.005	28.795	1
202201101400	44571.58333	6.198	0.01	6	6.214	6.187	1	28.845	0.039	6	28.915	28.825	1
202201101500	44571.625	6.063	0.054	6	6.172	6.021	1	28.305	0.222	6	28.775	28.155	1
202201101600	44571.66667	5.874	0.081	6	5.997	5.793	1	27.78	0.193	6	28.095	27.605	1
202201101700	44571.70833	5.698	0.047	6	5.777	5.648	1	27.449	0.092	6	27.574	27.324	1
202201101800	44571.75	5.575	0.029	6	5.613	5.534	1	27.174	0.026	6	27.224	27.154	1
202201101900	44571.79167	5.474	0.048	6	5.533	5.421	1	27.029	0.141	6	27.194	26.894	1
202201102000	44571.83333	5.408	0.031	6	5.439	5.348	1	26.874	0.076	6	26.914	26.704	1
202201102100	44571.875	5.39	0.036	6	5.426	5.343	1	26.769	0.057	6	26.824	26.684	1
202201102200	44571.91667	5.434	0.016	6	5.469	5.426	1	26.878	0.039	6	26.953	26.833	1
202201102300	44571.95833	5.582	0.052	6	5.646	5.503	1	27.273	0.13	6	27.413	27.063	1
202201110000	44572	5.687	0.01	6	5.694	5.668	1	27.473	0.029	6	27.503	27.433	1
202201110100	44572.04167	5.863	0.128	6	6.031	5.65	1	28.073	0.395	6	28.743	27.593	1
202201110200	44572.08333	6.053	0.193	6	6.251	5.777	1	28.793	0.479	6	29.303	28.103	1
202201110300	44572.125	5.984	0.097	6	6.127	5.846	1	28.677	0.273	6	29.032	28.292	1
202201110400	44572.16667	5.862	0.031	6	5.915	5.834	1	28.312	0.095	6	28.512	28.252	1
202201110500	44572.20833	5.837	0.128	6	5.875	5.609	1	28.302	0.118	6	28.322	28.072	1
202201110600	44572.25	5.29	0.118	6	5.511	5.18	1	27.742	0.163	6	28.002	27.512	1
202201110700	44572.29167	5.278	0.017	6	5.312	5.269	1	27.322	0.349	6	27.522	26.682	1
202201110800	44572.33333	5.253	0.022	6	5.271	5.216	1	26.561	0.146	6	26.851	26.541	1
202201110900	44572.375	5.274	0.043	6	5.35	5.254	1	26.631	0.156	6	26.831	26.471	1
202201111000	44572.41667	5.352	0.01	6	5.369	5.34	1	26.811	0.018	6	26.841	26.801	1
202201111100	44572.45833	5.448	0.171	6	5.711	5.34	1	27.166	0.483	6	27.851	26.841	1
202201111200	44572.5	5.82	0.016	6	5.827	5.788	1	28.136	0.039	6	28.161	28.051	1
202201111300	44572.54167	5.81	0.037	6	5.851	5.753	1	28	0.136	6	28.24	27.92	1
202201111400	44572.58333	6.065	0.092	6	6.201	5.964	1	29.01	0.324	6	29.48	28.56	1
202201111500	44572.625	5.983	0.138	6	6.235	5.884	1	28.665	0.464	6	29.55	28.37	1
202201111600	44572.66667	6.205	0.056	6	6.317	6.17	1	29.415	0.19	6	29.8	29.31	1
202201111700	44572.70833	6.127	0.045	6	6.168	6.058	1	29.17	0.14	6	29.32	28.99	1
202201111800	44572.75	5.943	0.083	6	6.063	5.818	1	28.649	0.218	6	29.019	28.359	1
202201111900	44572.79167	5.502	0.091	6	5.673	5.435	1	27.869	0.093	6	27.999	27.769	1
202201112000	44572.83333	5.476	0.051	6	5.552	5.42	1	27.524	0.165	6	27.739	27.269	1
202201112100	44572.875	5.504	0.031	6	5.543	5.459	1	26.964	0.164	6	27.209	26.759	1
202201112200	44572.91667	5.563	0.048	6	5.591	5.471	1	27.198	0.21	6	27.358	26.818	1
202201112300	44572.95833	5.825	0.171	6	5.949	5.544	1	28.118	0.625	6	28.578	27.078	1
202201120000	44573	6.054	0.027	6	6.084	6.015	1	28.888	0.077	6	28.958	28.758	1
202201120100	44573.04167	6.071	0.021	6	6.106	6.047	1	28.878	0.073	6	29.008	28.808	1
202201120200	44573.08333	6.225	0.052	6	6.286	6.154	1	29.373	0.154	6	29.598	29.198	1
202201120300	44573.125	6.405	0.079	6	6.494	6.299	1	29.807	0.127	6	29.917	29.577	1
202201120400	44573.16667	6.44	0.053	6	6.516	6.355	1	29.822	0.074	6	29.917	29.697	1
202201120500	44573.20833	6.336	0.168	6	6.347	5.957	1	29.662	0.495	6	29.677	28.537	1
202201120600	44573.25	5.891	0.038	6	5.929	5.834	1	28.282	0.129	6	28.437	28.087	1
202201120700	44573.29167	5.654	0.075	6	5.797	5.588	1	27.612	0.237	6	28.017	27.377	1
202201120800	44573.33333	5.457	0.069	6	5.533	5.345	1	26.996	0.251	6	27.206	26.516	1
202201120900	44573.375	5.242	0.022	6	5.29	5.232	1	26.231	0.081	6	26.356	26.136	1
202201121000	44573.41667	5.235	0.029	6	5.285	5.215	1	26.166	0.115	6	26.386	26.056	1
202201121100	44573.45833	5.215	0.021	6	5.257	5.198	1	25.936	0.106	6	26.106	25.796	1
202201121200	44573.5	5.31	0.03	4	5.346	5.272	4.333	26.151	0.182	4	26.476	26.066	4.333
202201121300	44573.54167	5.763	0.112	6	5.83	5.567	1	27.92	0.488	6	28.175	26.945	1
202201121400	44573.58333	5.791	0.146	6	6.055	5.709	1	27.95	0.581	6	28.895	27.545	1
202201121500	44573.625	6.063	0.026	6	6.089	6.019	1	28.895	0.121	6	29.005	28.665	1
202201121600	44573.66667	6.101	0.016	6	6.119	6.079	1	29.065	0.04	6	29.075	28.985	1
202201121700	44573.70833	6.018	0.032	6	6.069	5.987	1	28.799	0.099	6	28.964	28.704	1
202201121800	44573.75	5.622	0.168	6	5.958	5.591	1	27.389	0.598	6	28.594	27.264	1
202201121900	44573.79167	5.548	0.044	6	5.567	5.457	1	27.079	0.164	6	27.164	26.764	1
202201122000	44573.83333	5.295	0.041	6	5.383	5.275	1	26.119	0.174	6	26.464	25.994	1
202201122100	44573.875	5.271	0.007	6	5.276	5.256	1	25.983	0.034	6	26.033	25.943	1
202201122200	44573.91667	5.229	0.032	6	5.292	5.202	1	25.978	0.235	6	26.253	25.643	1
202201122300	44573.95833	5.142	0.03	6	5.182	5.097	1	25.398	0.137	6	25.563	25.193	1
202201130000	44574	5.336	0.189	6	5.622	5.197	1	26.232	0.737	6	27.322	25.672	1
202201130100	44574.04167	5.884	0.094	6	5.948	5.725	1	28.207	0.28	6	28.422	27.762	1
202201130200	44574.08333	5.944	0.017	6	5.948	5.904	1	28.332	0.046	6	28.372	28.242	1
202201130300	44574.125	6.06	0.048	6	6.115	5.993	1	28.862	0.199	6	29.102	28.592	1
202201130400	44574.16667	6.152	0.047	6	6.203	6.104	1	29.211	0.107	6	29.281	29.041	1
202201130500	44574.20833	6.223	0.02	6	6.236	6.181	1	29.306	0.04	6	29.321	29.221	1
202201130600	44574.25	6.155	0.013	6	6.182	6.152	1	29.136	0.028	6	29.201	29.131	1
202201130700	44574.29167	6.002	0.167	6	6.14	5.741	1	28.611	0.578	6	29.111	27.771	1
202201130800	44574.33333	5.631	0.036	6	5.705	5.612	1	27.405	0.127	6	27.67	27.34	1
202201130900	44574.375	5.499	0.042	6	5.553	5.432	1	26.77	0.193	6	27.02	26.49	1
202201131000	44574.41667	5.411	0.041	6	5.499	5.381	1	26.415	0.177	6	26.73	26.25	1
202201131100	44574.45833	5.395	0.083	6	5.502	5.267	1	26.159	0.476	6	26.689	25.349	1
202201131200	44574.5	5.327	0.072	6	5.453	5.282	1	25.729	0.322	6	26.269	25.479	1
202201131300	44574.54167	5.452	0.068	6	5.584	5.439	1	26.149	0.413	6	26.959	26.079	1
202201131400	44574.58333	5.848	0.107	6	5.898	5.613	1	27.874	0.414	6	28.109	26.979	1
202201131500	44574.625	5.887	0.042	6	5.969	5.861	1	27.978	0.169	6	28.258	27.808	1
202201131600	44574.66667	6.062	0.069	6	6.163	5.978	1	28.538	0.205	6	28.848	28.308	1
202201131700	44574.70833	6.164	0.007	6	6.175	6.154	1	28.863	0.026	6	28.898	28.828	1
202201131800	44574.75	6.104	0.032	6	6.138	6.057	1	28.733	0.081	6	28.818	28.618	1
202201131900	44574.79167	5.971	0.079	6	6.028	5.802	1	28.387	0.262	6	28.537	27.797	1
202201132000	44574.83333	5.612	0.056	6	5.706	5.554	1	27.142	0.223	6	27.507	26.917	1
202201132100	44574.875	5.518	0.026	6	5.546	5.478	1	26.832	0.047	6	26.897	26.777	1
202201132200	44574.91667	5.424	0.068	6	5.475	5.307	1	26.446	0.321	6	26.676	25.886	1
202201132300	44574.95833	5.336	0.042	6	5.388	5.262	1	26.056	0.212	6	26.386	25.736	1
202201140000	44575	5.219	0.027	6	5.262	5.183	1	25.476	0.109	6	25.636	25.346	1
202201140100	44575.04167	5.288	0.028	6	5.329	5.262	1	25.801	0.128	6	25.996	25.696	1
202201140200	44575.08333	5.601	0.08	6	5.632	5.44	1	27.18	0.347	6	27.325	26.465	1
202201140300	44575.125	5.907	0.041	6	5.932	5.814	1	28.095	0.107	6	28.225	27.895	1
202201140400	44575.16667	6.109	0.054	6	6.138	5.985	1	28.695	0.147	6	28.835	28.405	1
202201140500	44575.20833	6.113	0.024	6	6.152	6.093	1	28.745	0.088	6	28.885	28.655	1
202201140600	44575.25	6.106	0.004	6	6.111	6.098	1	28.724	0.019	6	28.734	28.684	1
202201140700	44575.29167	6.086	0.039	6	6.113	6.019	1	28.629	0.151	6	28.714	28.364	1
202201140800	44575.33333	5.771	0.117	6	5.997	5.706	1	27.539	0.384	6	28.284	27.314	1
202201140900	44575.375	5.672	0.019	6	5.704	5.651	1	27.203	0.074	6	27.293	27.123	1
202201141000	44575.41667	5.628	0.055	6	5.671	5.528	1	26.898	0.249	6	27.143	26.493	1
202201141100	44575.45833	5.621	0.009	6	5.634	5.61	1	26.838	0.07	6	26.873	26.683	1
202201141200	44575.5	5.428	0.077	6	5.551	5.324	1	25.878	0.301	6	26.403	25.493	1
202201141300	44575.54167	5.405	0.062	6	5.461	5.324	1	25.832	0.304	6	26.112	25.442	1
202201141400	44575.58333	5.411	0.067	6	5.574	5.401	1	25.742	0.407	6	26.732	25.702	1
202201141500	44575.625	5.736	0.061	6	5.766	5.631	1	27.287	0.247	6	27.402	26.872	1
202201141600	44575.66667	5.925	0.098	6	5.979	5.761	1	27.702	0.217	6	27.892	27.362	1
202201141700	44575.70833	6.104	0.033	6	6.123	6.037	1	28.181	0.103	6	28.251	27.971	1
202201141800	44575.75	6.148	0.047	6	6.181	6.064	1	28.276	0.127	6	28.361	28.041	1
202201141900	44575.79167	5.937	0.044	6	6.027	5.927	1	27.691	0.126	6	27.941	27.631	1
202201142000	44575.83333	5.718	0.116	6	5.907	5.605	1	26.975	0.453	6	27.67	26.49	1
202201142100	44575.875	5.528	0.015	6	5.559	5.52	1	26.185	0.064	6	26.33	26.16	1
202201142200	44575.91667	5.513	0.029	6	5.526	5.456	1	26.1	0.18	6	26.14	25.72	1
202201142300	44575.95833	5.328	0.045	6	5.391	5.27	1	25.095	0.188	6	25.35	24.85	1
202201150000	44576	5.231	0.018	6	5.261	5.215	1	24.679	0.086	6	24.809	24.569	1
202201150100	44576.04167	5.215	0.027	6	5.242	5.171	1	24.684	0.357	6	24.779	23.839	1
202201150200	44576.08333	5.248	0.032	6	5.249	5.168	1	24.569	0.317	6	24.619	23.799	1
202201150300	44576.125	5.417	0.111	6	5.571	5.244	1	25.554	0.601	6	26.349	24.519	1
202201150400	44576.16667	5.611	0.028	6	5.653	5.589	1	26.453	0.111	6	26.618	26.358	1
202201150500	44576.20833	5.769	0.121	6	5.901	5.58	1	27.058	0.354	6	27.388	26.418	1
202201150600	44576.25	5.922	0.024	6	5.955	5.894	1	27.488	0.069	6	27.608	27.438	1
202201150700	44576.29167	5.923	0.033	6	5.934	5.845	1	27.532	0.128	6	27.637	27.277	1
202201150800	44576.33333	5.718	0.058	6	5.819	5.664	1	26.847	0.207	6	27.207	26.667	1
202201150900	44576.375	5.526	0.106	6	5.655	5.399	1	26.042	0.497	6	26.637	25.447	1
202201151000	44576.41667	5.338	0.023	6	5.389	5.331	1	24.647	0.316	6	25.357	24.567	1
202201151100	44576.45833	5.332	0.005	6	5.337	5.323	1	24.616	0.019	6	24.626	24.576	1
202201151200	44576.5	5.251	0.012	6	5.278	5.247	1	24.256	0.053	6	24.376	24.236	1
202201151300	44576.54167	5.251	0.032	6	5.3	5.221	1	24.326	0.091	6	24.446	24.206	1
202201151400	44576.58333	5.282	0.006	6	5.291	5.276	1	24.536	0.028	6	24.556	24.486	1
202201151500	44576.625	5.368	0.068	6	5.456	5.278	1	25.025	0.38	6	25.505	24.505	1
202201151600	44576.66667	5.579	0.022	6	5.611	5.556	1	26.065	0.084	6	26.205	25.985	1
202201151700	44576.70833	5.665	0.073	6	5.812	5.627	1	26.415	0.321	6	27.065	26.275	1
202201151800	44576.75	5.889	0.114	6	5.979	5.698	1	27.36	0.377	6	27.595	26.715	1
202201151900	44576.79167	5.945	0.068	6	5.982	5.799	1	27.459	0.188	6	27.554	27.074	1
202201152000	44576.83333	5.997	0.027	6	6.02	5.952	1	27.609	0.052	6	27.654	27.534	1
202201152100	44576.875	5.716	0.087	6	5.915	5.681	1	26.799	0.292	6	27.464	26.664	1
202201152200	44576.91667	5.46	0.095	6	5.659	5.399	1	25.763	0.397	6	26.573	25.453	1
202201152300	44576.95833	5.302	0.054	6	5.391	5.26	1	24.798	0.389	6	25.433	24.503	1
202201160000	44577	5.194	0.027	6	5.24	5.167	1	24.138	0.141	6	24.393	24.023	1
202201160100	44577.04167	5.163	0.013	6	5.186	5.153	1	24.068	0.109	6	24.263	23.983	1
202201160200	44577.08333	5.196	0.047	6	5.257	5.151	1	24.297	0.23	6	24.542	24.002	1
202201160300	44577.125	5.321	0.128	6	5.489	5.206	1	24.872	0.587	6	25.632	24.312	1
202201160400	44577.16667	5.693	0.084	6	5.749	5.531	1	26.502	0.32	6	26.692	25.852	1
202201160500	44577.20833	5.772	0.021	6	5.78	5.73	1	26.717	0.086	6	26.812	26.592	1
202201160600	44577.25	5.841	0.104	6	5.996	5.761	1	27.191	0.301	6	27.501	26.811	1
202201160700	44577.29167	6.069	0.041	6	6.094	5.99	1	27.531	0.055	6	27.591	27.421	1
202201160800	44577.33333	6.104	0.014	6	6.113	6.077	1	27.531	0.018	6	27.541	27.491	1
202201160900	44577.375	6.075	0.011	6	6.097	6.067	1	27.57	0.03	6	27.6	27.51	1
202201161000	44577.41667	6.063	0.042	6	6.069	5.962	1	27.575	0.169	6	27.58	27.16	1
202201161100	44577.45833	5.769	0.047	6	5.853	5.736	1	26.475	0.204	6	26.8	26.25	1
202201161200	44577.5	5.661	0.069	6	5.703	5.514	1	25.965	0.285	6	26.11	25.34	1
202201161300	44577.54167	5.459	0.048	6	5.535	5.408	1	24.969	0.224	6	25.379	24.799	1
202201161400	44577.58333	5.41	0.05	6	5.463	5.337	1	24.929	0.242	6	25.159	24.589	1
202201161500	44577.625	5.497	0.038	6	5.57	5.468	1	25.244	0.134	6	25.499	25.159	1
202201161600	44577.66667	5.716	0.073	6	5.862	5.695	1	26.124	0.303	6	26.749	26.049	1
202201161700	44577.70833	6.109	0.143	6	6.284	5.972	1	27.393	0.251	6	27.658	27.088	1
202201161800	44577.75	6.293	0.011	6	6.307	6.283	1	27.658	0.033	6	27.708	27.628	1
202201161900	44577.79167	6.344	0.068	6	6.439	6.273	1	27.568	0.048	6	27.668	27.538	1
202201162000	44577.83333	6.26	0.039	6	6.342	6.243	1	27.477	0.042	6	27.527	27.397	1
202201162100	44577.875	6.327	0.019	6	6.336	6.294	1	27.557	0.053	6	27.587	27.457	1
202201162200	44577.91667	6.28	0.008	6	6.29	6.267	1	27.497	0.012	6	27.497	27.467	1
202201162300	44577.95833	6.084	0.111	6	6.256	6.007	1	27.122	0.266	6	27.457	26.867	1
202201170000	44578	5.864	0.094	6	6.016	5.799	1	26.526	0.256	6	26.946	26.306	1
202201170100	44578.04167	5.688	0.076	6	5.79	5.601	1	26.066	0.236	6	26.316	25.746	1
202201170200	44578.08333	5.517	0.113	6	5.586	5.321	1	25.306	0.51	6	25.736	24.506	1
202201170300	44578.125	5.438	0.032	6	5.453	5.38	1	24.966	0.14	6	25.046	24.726	1
202201170400	44578.16667	5.499	0.045	6	5.553	5.427	1	25.315	0.197	6	25.525	24.995	1
202201170500	44578.20833	5.712	0.123	6	5.932	5.554	1	26.13	0.433	6	26.845	25.525	1
202201170600	44578.25	6.15	0.113	6	6.227	5.964	1	27.355	0.228	6	27.475	26.935	1
202201170700	44578.29167	6.207	0.021	6	6.245	6.191	1	27.454	0.027	6	27.494	27.424	1
202201170800	44578.33333	6.232	0.014	6	6.233	6.198	1	27.434	0.008	6	27.434	27.414	1
202201170900	44578.375	6.221	0.012	6	6.231	6.202	1	27.424	0.038	6	27.474	27.384	1
202201171000	44578.41667	6.222	0.006	6	6.225	6.211	1	27.409	0.032	6	27.464	27.374	1
202201171100	44578.45833	6.113	0.107	6	6.253	6.025	1	26.938	0.394	6	27.463	26.523	1
202201171200	44578.5	5.971	0.065	6	6.085	5.91	1	26.458	0.26	6	26.813	26.143	1
202201171300	44578.54167	5.911	0.068	6	6.019	5.839	1	25.863	0.253	6	26.273	25.663	1
202201171400	44578.58333	5.537	0.167	6	5.808	5.437	1	24.488	0.597	6	25.443	24.093	1
202201171500	44578.625	5.456	0.042	6	5.499	5.396	1	24.262	0.183	6	24.442	23.992	1
202201171600	44578.66667	5.531	0.022	6	5.566	5.508	1	24.602	0.137	6	24.792	24.482	1
202201171700	44578.70833	5.772	0.088	6	5.793	5.565	1	25.782	0.421	6	25.882	24.782	1
202201171800	44578.75	6.161	0.097	6	6.228	5.97	1	27.011	0.26	6	27.191	26.491	1
202201171900	44578.79167	6.251	0.033	6	6.282	6.2	1	27.251	0.088	6	27.331	27.121	1
202201172000	44578.83333	6.235	0.008	6	6.245	6.223	1	27.236	0.021	6	27.251	27.191	1
202201172100	44578.875	6.2	0.06	6	6.213	6.074	1	27.151	0.213	6	27.181	26.751	1
202201172200	44578.91667	5.902	0.188	6	6.058	5.642	1	26.265	0.635	6	26.74	25.33	1
202201172300	44578.95833	5.614	0.008	6	5.616	5.596	1	25.135	0.024	6	25.15	25.09	1
202201180000	44579	5.557	0.014	6	5.57	5.538	1	24.99	0.078	6	25.09	24.9	1
202201180100	44579.04167	5.487	0.034	6	5.537	5.454	1	24.715	0.192	6	24.93	24.46	1
202201180200	44579.08333	5.387	0.062	6	5.485	5.324	1	24.309	0.256	6	24.709	24.009	1
202201180300	44579.125	5.234	0.063	6	5.316	5.182	1	23.394	0.293	6	23.799	23.129	1
202201180400	44579.16667	5.213	0.02	6	5.232	5.184	1	23.164	0.276	6	23.369	22.719	1
202201180500	44579.20833	5.288	0.061	6	5.315	5.185	1	23.338	0.405	6	23.518	22.658	1
202201180600	44579.25	5.504	0.051	6	5.533	5.408	1	24.538	0.223	6	24.678	24.118	1
202201180700	44579.29167	5.574	0.073	6	5.685	5.522	1	24.873	0.382	6	25.468	24.608	1
202201180800	44579.33333	5.802	0.063	6	5.84	5.671	1	25.878	0.239	6	26.008	25.358	1
202201180900	44579.375	5.808	0.022	6	5.823	5.762	1	25.907	0.066	6	25.937	25.757	1
202201181000	44579.41667	5.627	0.045	6	5.726	5.603	1	25.147	0.175	6	25.547	25.077	1
202201181100	44579.45833	5.477	0.092	6	5.607	5.355	1	24.377	0.44	6	24.967	23.807	1
202201181200	44579.5	5.357	0.003	6	5.361	5.352	1	23.587	0.107	6	23.757	23.467	1
202201181300	44579.54167	5.382	0.023	6	5.411	5.349	1	23.426	0.079	6	23.556	23.346	1
202201181400	44579.58333	5.339	0.036	6	5.399	5.3	1	23.306	0.12	6	23.436	23.126	1
202201181500	44579.625	5.212	0.032	6	5.252	5.176	1	22.876	0.077	6	22.976	22.806	1
202201181600	44579.66667	5.195	0.012	6	5.219	5.183	1	22.875	0.037	6	22.945	22.835	1
202201181700	44579.70833	5.268	0.017	6	5.298	5.25	1	23.115	0.06	6	23.245	23.085	1
202201181800	44579.75	5.34	0.09	6	5.538	5.289	1	23.445	0.45	6	24.465	23.235	1
202201181900	44579.79167	5.729	0.071	6	5.755	5.573	1	25.18	0.277	6	25.275	24.545	1
202201182000	44579.83333	5.886	0.09	6	6.006	5.759	1	25.824	0.367	6	26.324	25.314	1
202201182100	44579.875	6.07	0.015	6	6.087	6.045	1	26.599	0.03	6	26.634	26.554	1
202201182200	44579.91667	6.117	0.095	6	6.176	5.91	1	26.724	0.373	6	26.954	25.934	1
202201182300	44579.95833	5.816	0.089	6	5.861	5.643	1	25.614	0.363	6	25.764	24.894	1
202201190000	44580	5.518	0.047	6	5.586	5.466	1	24.403	0.188	6	24.643	24.163	1
202201190100	44580.04167	5.367	0.027	6	5.417	5.352	1	23.853	0.131	6	24.013	23.723	1
202201190200	44580.08333	5.307	0.037	6	5.341	5.246	1	23.393	0.227	6	23.613	23.023	1
202201190300	44580.125	5.208	0.02	6	5.238	5.177	1	22.818	0.115	6	22.973	22.653	1
202201190400	44580.16667	5.19	0.021	6	5.207	5.153	1	22.717	0.115	6	22.822	22.532	1
202201190500	44580.20833	5.22	0.027	6	5.277	5.203	1	22.892	0.143	6	23.182	22.792	1
202201190600	44580.25	5.417	0.087	6	5.483	5.291	1	23.902	0.391	6	24.182	23.252	1
202201190700	44580.29167	5.528	0.022	6	5.562	5.503	1	24.336	0.096	6	24.501	24.251	1
202201190800	44580.33333	5.935	0.188	6	6.126	5.651	1	26.271	0.781	6	26.861	24.941	1
202201190900	44580.375	5.936	0.102	6	6.105	5.827	1	26.071	0.367	6	26.641	25.651	1
202201191000	44580.41667	6.173	0.07	6	6.267	6.055	1	26.826	0.211	6	27.111	26.471	1
202201191100	44580.45833	6.044	0.07	6	6.151	5.962	1	26.35	0.237	6	26.73	26.07	1
202201191200	44580.5	5.864	0.165	6	6.018	5.635	1	25.46	0.88	6	26.22	24.36	1
202201191300	44580.54167	5.599	0.087	5	5.792	5.588	4.167	24.2	0.13	5	24.4	24.08	4.167
202201191400	44580.58333	5.619	0.251	5	6.076	5.58	1	24.14	0.096	5	24.26	24.05	1
202201191500	44580.625	5.511	0.059	6	5.571	5.396	1	23.679	0.255	6	23.949	23.179	1
202201191600	44580.66667	5.418	0.039	6	5.425	5.345	1	23.404	0.209	6	23.449	22.999	1
202201191700	44580.70833	5.58	0.111	6	5.732	5.453	1	24.239	0.522	6	24.899	23.559	1
202201191800	44580.75	6.194	0.161	6	6.264	5.839	1	26.834	0.654	6	27.069	25.349	1
202201191900	44580.79167	6.359	0.004	6	6.364	6.353	1	27.589	0.018	6	27.609	27.559	1
202201192000	44580.83333	6.452	0.046	6	6.471	6.365	1	27.994	0.182	6	28.049	27.639	1
202201192100	44580.875	6.541	0.049	6	6.603	6.464	1	28.329	0.169	6	28.509	28.039	1
202201192200	44580.91667	6.569	0.006	6	6.575	6.558	1	28.404	0.025	6	28.429	28.369	1
202201192300	44580.95833	6.51	0.028	6	6.544	6.478	1	28.193	0.101	6	28.348	28.088	1
202201200000	44581	6.427	0.054	6	6.46	6.327	1	28.058	0.169	6	28.148	27.738	1
202201200100	44581.04167	6.206	0.024	6	6.247	6.187	1	27.338	0.101	6	27.568	27.298	1
202201200200	44581.08333	5.949	0.16	6	6.136	5.678	1	26.258	0.722	6	27.078	25.038	1
202201200300	44581.125	5.549	0.098	6	5.646	5.407	1	24.423	0.46	6	24.878	23.748	1
202201200400	44581.16667	5.386	0.047	6	5.501	5.38	1	23.803	0.228	6	24.218	23.598	1
202201200500	44581.20833	5.458	0.057	6	5.551	5.427	1	24.093	0.343	6	24.608	23.908	1
202201200600	44581.25	5.541	0.124	6	5.84	5.526	1	24.667	0.529	6	25.897	24.517	1
202201200700	44581.29167	6.129	0.069	6	6.179	5.99	1	27.127	0.253	6	27.277	26.567	1
202201200800	44581.33333	6.107	0.007	6	6.111	6.09	1	27.182	0.065	6	27.247	27.077	1
202201200900	44581.375	6.049	0.005	6	6.057	6.041	1	27.142	0.028	6	27.167	27.097	1
202201201000	44581.41667	6.077	0.01	6	6.085	6.056	1	27.137	0.023	6	27.147	27.087	1
202201201100	44581.45833	6.046	0.106	6	6.073	5.802	1	27.092	0.47	6	27.157	25.967	1
202201201200	44581.5	5.712	0.018	6	5.742	5.688	1	25.452	0.112	6	25.677	25.357	1
202201201300	44581.54167	5.684	0.035	6	5.728	5.648	1	25.357	0.199	6	25.727	25.237	1
202201201400	44581.58333	5.659	0.059	6	5.725	5.578	1	25.376	0.309	6	25.676	24.896	1
202201201500	44581.625	5.447	0.074	6	5.551	5.36	1	24.411	0.34	6	24.836	23.976	1
202201201600	44581.66667	5.207	0.028	6	5.232	5.158	1	23.661	0.213	6	23.946	23.346	1
202201201700	44581.70833	5.084	0.047	6	5.147	5.023	1	23.111	0.447	6	23.496	22.226	1
202201201800	44581.75	5.011	0.088	6	5.213	4.975	1	22.111	0.523	6	23.236	21.826	1
202201201900	44581.79167	5.451	0.084	6	5.561	5.338	1	24.686	0.474	6	25.236	23.966	1
202201202000	44581.83333	5.57	0.018	6	5.613	5.563	1	25.276	0.137	6	25.606	25.246	1
202201202100	44581.875	5.781	0.12	6	5.886	5.624	1	26.37	0.532	6	26.835	25.695	1
202201202200	44581.91667	5.857	0.108	6	5.898	5.614	1	26.69	0.393	6	26.905	25.875	1
202201202300	44581.95833	5.566	0.028	6	5.593	5.508	1	25.66	0.161	6	25.715	25.285	1
202201210000	44582	5.319	0.08	6	5.422	5.236	1	24.35	0.32	6	24.825	24.075	1
202201210100	44582.04167	5.236	0.012	6	5.238	5.207	1	24.1	0.032	6	24.165	24.075	1
202201210200	44582.08333	5.213	0.018	6	5.231	5.183	1	24.18	0.018	6	24.205	24.165	1
202201210300	44582.125	4.777	0.11	6	4.972	4.695	1	23.865	0.156	6	24.085	23.695	1
202201210400	44582.16667	4.819	0.045	6	4.847	4.733	1	23.585	0.044	6	23.665	23.565	1
202201210500	44582.20833	4.666	0.032	6	4.716	4.621	1	23.539	0.601	6	23.564	22.074	1
202201210600	44582.25	4.619	0.019	6	4.641	4.592	1	21.614	0.444	6	22.214	21.154	1
202201210700	44582.29167	4.7	0.025	6	4.712	4.648	1	21.989	0.172	6	22.124	21.674	1
202201210800	44582.33333	4.807	0.085	6	4.931	4.717	1	22.529	0.305	6	22.914	22.104	1
202201210900	44582.375	5.028	0.056	6	5.122	4.955	1	23.249	0.241	6	23.674	22.964	1
202201211000	44582.41667	5.212	0.065	6	5.268	5.115	1	24.079	0.352	6	24.434	23.594	1
202201211100	44582.45833	5.315	0.054	6	5.358	5.225	1	24.574	0.333	6	24.834	24.004	1
202201211200	44582.5	5.202	0.042	6	5.219	5.112	1	23.818	0.231	6	23.963	23.363	1
