NIOZ jetty LON=4.789E   LAT=53.002N , depth of sensors -1.5 meter NAP.												
Intervals of 60 minutes 													
TM = YYYYMMDDHHmm (YYYY=year, MM=month, DD=day, HH=hour, mm=minute) in UTC													
ET = excel decimal time 													
T = median value of temperature from centered intervals (e.g. value at 10:00 is median from 9:30-10:30)													
T_std = standard deviation of temperature within the interval 													
T_N = number of data points for temperature within the interval 													
T_max = maximum temperature within the interval 													
T_min = minimum temperature within the interval 													
T_flag = quality flag 													
S = median value of salinity from centered intervals (e.g. value at 10:00 is median from 9:30-10:30)													
S_std = standard deviation of salinity within the interval 													
S_N = number of data points for salinity within the interval 													
S_max = maximum salinity within the interval 													
S_min = minimum salinity within the interval 													
S_flag = quality flag 													
Quality flags:  -1=No flag available, 0=uncalibrated data, 1=OK, 1-2 : includes corrected data, 4-5 : includes missing data, fraction indicates how much missing or corrected data was incorporated (low end: none, high end: all), 9=missing 
Temperature in [degrees Celsius], Salinity in [PSU]												
													
TM 	ET 	T 	T_std 	T_N 	T_max 	T_min 	T_flag 	S 	S_std 	S_N 	S_max 	S_min 	S_flag 
202211131900	44878.79167	12.341	0.012	6	12.362	12.333	1	30.358	0.015	6	30.368	30.328	1
202211132000	44878.83333	12.302	0.031	6	12.342	12.262	1	30.358	0	6	30.358	30.358	1
202211132100	44878.875	12.279	0.072	6	12.348	12.179	1	30.378	0.021	6	30.408	30.358	1
202211132200	44878.91667	12.571	0.15	6	12.825	12.411	1	30.533	0.122	6	30.788	30.458	1
202211132300	44878.95833	12.735	0.028	6	12.754	12.683	1	30.677	0.02	6	30.707	30.657	1
202211140000	44879	12.749	0.023	6	12.766	12.71	1	30.702	0.021	6	30.727	30.677	1
202211140100	44879.04167	12.621	0.067	6	12.699	12.536	1	30.642	0.035	6	30.677	30.597	1
202211140200	44879.08333	12.46	0.045	6	12.522	12.399	1	30.567	0.009	6	30.577	30.557	1
202211140300	44879.125	12.345	0.026	6	12.386	12.317	1	30.547	0.01	6	30.567	30.537	1
202211140400	44879.16667	12.169	0.09	6	12.289	12.055	1	30.472	0.068	6	30.537	30.367	1
202211140500	44879.20833	11.84	0.108	6	12.007	11.737	1	30.072	0.17	6	30.317	29.907	1
202211140600	44879.25	11.7	0.081	6	11.855	11.649	1	29.842	0.095	6	29.937	29.717	1
202211140700	44879.29167	11.826	0.017	6	11.847	11.797	1	29.942	0.023	6	29.977	29.927	1
202211140800	44879.33333	11.814	0.031	6	11.864	11.789	1	30.062	0.01	6	30.077	30.057	1
202211140900	44879.375	12.014	0.11	6	12.068	11.786	1	30.186	0.053	6	30.206	30.066	1
202211141000	44879.41667	12.072	0.067	6	12.214	12.053	1	30.221	0.055	6	30.336	30.206	1
202211141100	44879.45833	12.176	0.071	6	12.314	12.093	1	30.301	0.063	6	30.416	30.226	1
202211141200	44879.5	12.406	0.039	6	12.476	12.369	1	30.486	0.052	6	30.576	30.466	1
202211141300	44879.54167	12.366	0.023	6	12.4	12.345	1	30.411	0.026	6	30.456	30.396	1
202211141400	44879.58333	12.297	0.029	6	12.349	12.264	1	30.376	0.021	6	30.416	30.356	1
202211141500	44879.625	12.114	0.256	6	12.243	11.646	1	30.236	0.481	6	30.376	29.286	1
202211141600	44879.66667	11.568	0.034	6	11.602	11.524	1	29.211	0.02	6	29.246	29.186	1
202211141700	44879.70833	11.497	0.011	6	11.511	11.483	1	29.231	0.077	6	29.366	29.166	1
202211141800	44879.75	11.506	0.06	6	11.609	11.464	1	29.316	0.059	6	29.376	29.236	1
202211141900	44879.79167	11.599	0.012	6	11.611	11.585	1	29.461	0.036	6	29.466	29.386	1
202211142000	44879.83333	11.668	0.056	6	11.762	11.592	1	29.72	0.123	6	29.865	29.535	1
202211142100	44879.875	11.633	0.084	6	11.793	11.592	1	29.72	0.092	6	29.895	29.685	1
202211142200	44879.91667	11.776	0.085	6	11.956	11.723	1	29.89	0.171	6	30.305	29.855	1
202211142300	44879.95833	12.129	0.14	6	12.264	11.884	1	30.555	0.247	6	30.785	30.155	1
202211150000	44880	12.39	0.102	6	12.531	12.253	1	30.89	0.053	6	30.965	30.825	1
202211150100	44880.04167	12.217	0.037	6	12.298	12.193	1	30.685	0.056	6	30.785	30.625	1
202211150200	44880.08333	12.11	0.197	6	12.182	11.683	1	30.575	0.156	6	30.625	30.225	1
202211150300	44880.125	11.687	0.321	6	11.889	11.126	1	30.185	0.258	6	30.375	29.745	1
202211150400	44880.16667	10.867	0.172	6	11.079	10.633	1	29.67	0.056	6	29.775	29.635	1
202211150500	44880.20833	10.967	0.099	6	11.111	10.838	1	29.675	0.043	6	29.735	29.635	1
202211150600	44880.25	11.427	0.126	6	11.462	11.129	1	29.505	0.112	6	29.675	29.385	1
202211150700	44880.29167	11.612	0.052	6	11.645	11.524	1	29.549	0.037	6	29.584	29.494	1
202211150800	44880.33333	11.676	0.06	6	11.731	11.575	1	29.714	0.136	6	29.844	29.534	1
202211150900	44880.375	11.73	0.085	6	11.897	11.643	1	29.839	0.133	6	30.114	29.724	1
202211151000	44880.41667	12.032	0.06	6	12.118	11.968	1	30.274	0.086	6	30.394	30.184	1
202211151100	44880.45833	12.068	0.061	6	12.185	12.025	1	30.324	0.08	6	30.474	30.264	1
202211151200	44880.5	12.253	0.083	6	12.368	12.139	1	30.569	0.121	6	30.734	30.394	1
202211151300	44880.54167	12.271	0.053	6	12.379	12.252	1	30.584	0.089	6	30.764	30.554	1
202211151400	44880.58333	12.205	0.044	6	12.256	12.145	1	30.499	0.063	6	30.574	30.424	1
202211151500	44880.625	12.098	0.022	6	12.132	12.08	1	30.399	0.015	6	30.414	30.374	1
202211151600	44880.66667	12.077	0.055	6	12.096	11.947	1	30.419	0.084	6	30.484	30.244	1
202211151700	44880.70833	11.703	0.09	6	11.892	11.664	1	29.813	0.175	6	30.163	29.713	1
202211151800	44880.75	11.476	0.061	6	11.594	11.438	1	29.413	0.147	6	29.623	29.283	1
202211151900	44880.79167	11.562	0.049	6	11.581	11.465	1	29.363	0.05	6	29.403	29.283	1
202211152000	44880.83333	11.561	0.017	6	11.592	11.543	1	29.378	0.024	6	29.423	29.363	1
202211152100	44880.875	11.553	0.016	6	11.583	11.543	1	29.393	0.047	6	29.493	29.373	1
202211152200	44880.91667	11.667	0.037	6	11.705	11.601	1	29.703	0.088	6	29.793	29.543	1
202211152300	44880.95833	11.855	0.132	6	11.907	11.594	1	30.028	0.261	6	30.173	29.523	1
202211160000	44881	12.057	0.089	6	12.204	11.941	1	30.458	0.178	6	30.743	30.233	1
202211160100	44881.04167	12.214	0.081	6	12.363	12.154	1	30.738	0.142	6	31.023	30.633	1
202211160200	44881.08333	12.35	0.102	6	12.434	12.191	1	30.908	0.198	6	31.053	30.603	1
202211160300	44881.125	12.136	0.027	6	12.197	12.121	1	30.478	0.057	6	30.603	30.443	1
202211160400	44881.16667	12.06	0.095	6	12.126	11.858	1	30.372	0.144	6	30.472	30.062	1
202211160500	44881.20833	11.8	0.025	6	11.843	11.773	1	29.912	0.054	6	30.022	29.872	1
202211160600	44881.25	11.741	0.07	6	11.771	11.587	1	29.882	0.069	6	29.932	29.752	1
202211160700	44881.29167	11.794	0.016	6	11.823	11.778	1	29.902	0.031	6	29.972	29.892	1
202211160800	44881.33333	11.836	0.016	6	11.843	11.801	1	29.987	0.026	6	30.002	29.932	1
202211160900	44881.375	11.829	0.176	6	12.186	11.826	1	29.967	0.327	6	30.602	29.962	1
202211161000	44881.41667	12.12	0.168	6	12.302	11.874	1	30.532	0.352	6	30.852	30.052	1
202211161100	44881.45833	12.436	0.198	6	12.599	12.133	1	31.132	0.403	6	31.392	30.392	1
202211161200	44881.5	12.365	0.048	6	12.427	12.298	1	30.902	0.107	6	31.042	30.762	1
202211161300	44881.54167	12.409	0.053	6	12.496	12.341	1	31.007	0.115	6	31.182	30.832	1
202211161400	44881.58333	12.4	0.028	6	12.426	12.353	1	30.982	0.051	6	31.042	30.902	1
202211161500	44881.625	12.334	0.017	6	12.349	12.304	1	30.902	0.01	6	30.912	30.882	1
202211161600	44881.66667	11.855	0.2	6	12.28	11.776	1	29.987	0.398	6	30.852	29.852	1
202211161700	44881.70833	11.669	0.043	6	11.75	11.636	1	29.682	0.066	6	29.812	29.622	1
202211161800	44881.75	11.604	0.009	6	11.622	11.599	1	29.662	0.018	6	29.692	29.652	1
202211161900	44881.79167	11.651	0.04	6	11.706	11.601	1	29.732	0.132	6	29.942	29.562	1
202211162000	44881.83333	11.674	0.005	6	11.681	11.667	1	29.727	0.012	6	29.742	29.712	1
202211162100	44881.875	11.649	0.095	6	11.868	11.617	1	29.737	0.201	6	30.222	29.722	1
202211162200	44881.91667	11.952	0.035	6	12.012	11.913	1	30.432	0.084	6	30.612	30.392	1
202211162300	44881.95833	12.027	0.04	6	12.081	11.972	1	30.677	0.064	6	30.762	30.592	1
202211170000	44882	11.956	0.086	6	12.057	11.844	1	30.582	0.114	6	30.682	30.402	1
202211170100	44882.04167	12.187	0.116	6	12.304	11.955	1	30.957	0.167	6	31.112	30.612	1
202211170200	44882.08333	12.204	0.098	6	12.241	11.976	1	30.932	0.176	6	30.992	30.522	1
202211170300	44882.125	11.471	0.195	6	11.822	11.293	1	29.632	0.34	6	30.252	29.352	1
202211170400	44882.16667	11.228	0.063	6	11.254	11.096	1	29.296	0.078	6	29.321	29.121	1
202211170500	44882.20833	10.935	0.065	6	11.018	10.846	1	28.891	0.087	6	29.011	28.781	1
202211170600	44882.25	10.838	0.014	6	10.858	10.826	1	28.771	0.008	6	28.781	28.761	1
202211170700	44882.29167	10.927	0.044	6	10.974	10.851	1	28.861	0.047	6	28.921	28.791	1
202211170800	44882.33333	11.068	0.018	6	11.086	11.041	1	29.016	0.015	6	29.041	29.001	1
202211170900	44882.375	11.223	0.104	6	11.342	11.058	1	29.166	0.123	6	29.351	29.031	1
202211171000	44882.41667	11.365	0.019	6	11.397	11.343	1	29.411	0.043	6	29.491	29.381	1
202211171100	44882.45833	11.597	0.08	6	11.666	11.471	1	29.871	0.167	6	30.031	29.601	1
202211171200	44882.5	11.557	0.064	6	11.673	11.488	1	29.806	0.13	6	30.041	29.671	1
202211171300	44882.54167	11.779	0.073	6	11.846	11.66	1	30.261	0.155	6	30.411	30.011	1
202211171400	44882.58333	11.823	0.022	6	11.849	11.799	1	30.431	0.071	6	30.501	30.341	1
202211171500	44882.625	11.864	0.013	6	11.875	11.842	1	30.576	0.033	6	30.611	30.531	1
202211171600	44882.66667	11.684	0.069	6	11.808	11.619	1	30.281	0.104	6	30.471	30.171	1
202211171700	44882.70833	11.663	0.128	6	11.819	11.488	1	30.236	0.236	6	30.571	29.941	1
202211171800	44882.75	11.255	0.112	6	11.464	11.147	1	29.671	0.174	6	29.971	29.481	1
202211171900	44882.79167	11.24	0.077	6	11.342	11.135	1	29.601	0.113	6	29.751	29.451	1
202211172000	44882.83333	11.731	0.183	6	11.928	11.552	1	30.331	0.261	6	30.631	30.091	1
202211172100	44882.875	11.959	0.051	6	12	11.849	1	30.696	0.083	6	30.761	30.521	1
202211172200	44882.91667	12.015	0.055	6	12.081	11.913	1	30.811	0.084	6	30.911	30.651	1
202211172300	44882.95833	12.011	0.014	6	12.033	11.998	1	30.866	0.023	6	30.911	30.851	1
202211180000	44883	12.219	0.147	6	12.362	11.971	1	31.081	0.156	6	31.251	30.831	1
202211180100	44883.04167	12.447	0.025	6	12.467	12.396	1	31.316	0.021	6	31.331	31.271	1
202211180200	44883.08333	12.409	0.019	6	12.451	12.398	1	31.286	0.008	6	31.301	31.281	1
202211180300	44883.125	12.469	0.009	6	12.476	12.452	1	31.296	0.005	6	31.301	31.291	1
202211180400	44883.16667	12.41	0.022	6	12.449	12.381	1	31.261	0.015	6	31.291	31.251	1
202211180500	44883.20833	12.328	0.062	6	12.409	12.261	1	31.246	0.005	6	31.251	31.241	1
202211180600	44883.25	12.106	0.103	6	12.19	11.901	1	31.086	0.084	6	31.201	30.991	1
202211180700	44883.29167	11.414	0.258	6	11.87	11.149	1	30.431	0.257	6	30.801	30.101	1
202211180800	44883.33333	11.231	0.115	6	11.406	11.111	1	30.266	0.108	6	30.341	30.091	1
202211180900	44883.375	11.673	0.299	6	11.976	11.15	1	30.646	0.268	6	30.931	30.201	1
202211181000	44883.41667	12.087	0.102	6	12.182	11.896	1	31.071	0.104	6	31.181	30.881	1
202211181100	44883.45833	12.233	0.009	6	12.238	12.213	1	31.161	0.006	6	31.171	31.151	1
202211181200	44883.5	12.237	0.009	6	12.244	12.218	1	31.156	0.021	6	31.171	31.111	1
202211181300	44883.54167	12.233	0.018	6	12.262	12.217	1	31.086	0.027	6	31.121	31.051	1
202211181400	44883.58333	12.272	0.009	6	12.287	12.258	1	30.996	0.027	6	31.041	30.981	1
202211181500	44883.625	12.218	0.054	6	12.268	12.139	1	30.996	0.037	6	31.021	30.931	1
202211181600	44883.66667	12.177	0.015	6	12.195	12.155	1	30.966	0.022	6	31.001	30.941	1
202211181700	44883.70833	12.202	0.005	6	12.21	12.196	1	31.011	0.005	6	31.021	31.011	1
202211181800	44883.75	12.115	0.179	6	12.204	11.811	1	30.916	0.26	6	31.031	30.471	1
202211181900	44883.79167	11.619	0.068	6	11.73	11.555	1	30.281	0.047	6	30.361	30.241	1
202211182000	44883.83333	11.264	0.178	6	11.544	11.12	1	29.691	0.319	6	30.251	29.501	1
202211182100	44883.875	11.004	0.047	6	11.04	10.912	1	29.326	0.021	6	29.341	29.281	1
202211182200	44883.91667	11.293	0.183	6	11.414	10.9	1	30.076	0.309	6	30.251	29.401	1
202211182300	44883.95833	11.42	0.085	6	11.462	11.235	1	30.331	0.132	6	30.401	30.081	1
202211190000	44884	11.453	0.012	6	11.466	11.436	1	30.35	0.004	6	30.36	30.35	1
202211190100	44884.04167	11.39	0.019	6	11.422	11.368	1	30.39	0.042	6	30.48	30.36	1
202211190200	44884.08333	11.485	0.06	6	11.585	11.424	1	30.5	0.055	6	30.56	30.43	1
202211190300	44884.125	11.588	0.109	6	11.661	11.397	1	30.375	0.084	6	30.44	30.2	1
202211190400	44884.16667	11.772	0.083	6	11.847	11.604	1	30.535	0.089	6	30.64	30.38	1
202211190500	44884.20833	11.752	0.04	6	11.791	11.68	1	30.625	0.012	6	30.64	30.61	1
202211190600	44884.25	11.047	0.445	6	11.639	10.539	1	29.96	0.519	6	30.62	29.34	1
202211190700	44884.29167	10.454	0.052	6	10.51	10.367	1	29.335	0.052	6	29.46	29.33	1
202211190800	44884.33333	10.502	0.063	6	10.59	10.453	1	29.575	0.075	6	29.63	29.44	1
202211190900	44884.375	10.068	0.197	6	10.386	9.93	1	29.065	0.192	6	29.43	28.99	1
202211191000	44884.41667	9.874	0.059	6	9.933	9.798	1	28.965	0.078	6	29.02	28.83	1
202211191100	44884.45833	10.091	0.222	6	10.204	9.711	1	29.405	0.274	6	29.47	28.87	1
202211191200	44884.5	10.22	0.039	6	10.246	10.147	1	29.29	0.038	6	29.36	29.24	1
202211191300	44884.54167	10.317	0.081	6	10.345	10.169	1	29.395	0.106	6	29.45	29.22	1
202211191400	44884.58333	10.684	0.15	6	10.788	10.415	1	29.875	0.175	6	29.98	29.57	1
202211191500	44884.625	10.814	0.081	6	10.947	10.74	1	30.04	0.076	6	30.16	29.97	1
202211191600	44884.66667	11.045	0.088	6	11.102	10.881	1	30.255	0.064	6	30.29	30.13	1
202211191700	44884.70833	11.149	0.121	6	11.3	11.021	1	30.435	0.127	6	30.56	30.27	1
202211191800	44884.75	11.153	0.116	6	11.307	11.017	1	30.445	0.101	6	30.57	30.32	1
202211191900	44884.79167	10.858	0.368	6	11.043	10.133	1	30.19	0.32	6	30.35	29.57	1
202211192000	44884.83333	9.886	0.063	6	10.003	9.827	1	29.42	0.038	6	29.51	29.41	1
202211192100	44884.875	9.694	0.063	6	9.786	9.628	1	29.405	0.034	6	29.44	29.36	1
202211192200	44884.91667	9.506	0.049	6	9.59	9.466	1	29.3	0.053	6	29.36	29.25	1
202211192300	44884.95833	9.696	0.058	6	9.802	9.631	1	29.11	0.186	6	29.38	28.93	1
202211200000	44885	9.654	0.017	6	9.673	9.633	1	28.95	0.037	6	29.02	28.92	1
202211200100	44885.04167	9.91	0.251	6	10.315	9.724	1	29.495	0.348	6	29.91	29.09	1
202211200200	44885.08333	10.156	0.048	6	10.255	10.109	1	29.815	0.028	6	29.87	29.79	1
202211200300	44885.125	10.688	0.32	6	10.899	10.157	1	30.27	0.25	6	30.4	29.81	1
202211200400	44885.16667	10.637	0.114	6	10.844	10.515	1	30.53	0.074	6	30.59	30.41	1
202211200500	44885.20833	10.491	0.011	6	10.51	10.48	1	30.51	0.014	6	30.52	30.49	1
202211200600	44885.25	10.474	0.015	6	10.489	10.448	1	30.54	0.009	6	30.55	30.53	1
202211200700	44885.29167	10.327	0.057	6	10.437	10.285	1	30.45	0.039	6	30.52	30.4	1
202211200800	44885.33333	9.87	0.571	6	10.28	8.777	1	30.07	0.285	6	30.46	29.65	1
202211200900	44885.375	8.87	0.341	6	9.472	8.579	1	29.715	0.108	6	29.88	29.62	1
202211201000	44885.41667	9.364	0.112	6	9.544	9.279	1	29.69	0.056	6	29.8	29.64	1
202211201100	44885.45833	9.261	0.346	6	9.4	8.573	1	29.615	0.094	6	29.8	29.53	1
202211201200	44885.5	9.493	0.071	6	9.627	9.448	1	29.405	0.075	6	29.51	29.33	1
202211201300	44885.54167	9.682	0.006	6	9.691	9.673	1	29.49	0.009	6	29.5	29.48	1
202211201400	44885.58333	9.676	0.028	6	9.686	9.625	1	29.515	0.014	6	29.53	29.5	1
202211201500	44885.625	9.928	0.092	6	9.984	9.724	1	29.825	0.096	6	29.87	29.61	1
202211201600	44885.66667	10.144	0.131	6	10.309	9.905	1	30.005	0.086	6	30.13	29.87	1
202211201700	44885.70833	10.152	0.065	6	10.214	10.034	1	30.08	0.033	6	30.11	30.02	1
202211201800	44885.75	10.323	0.107	6	10.426	10.111	1	30.155	0.062	6	30.27	30.09	1
202211201900	44885.79167	10.352	0.06	6	10.454	10.288	1	30.244	0.033	6	30.269	30.189	1
202211202000	44885.83333	10.35	0.083	6	10.429	10.219	1	30.184	0.05	6	30.229	30.099	1
202211202100	44885.875	10.117	0.049	6	10.203	10.07	1	30.084	0.012	6	30.099	30.069	1
202211202200	44885.91667	9.99	0.232	6	10.084	9.472	1	30.029	0.219	6	30.079	29.519	1
202211202300	44885.95833	9.171	0.075	6	9.313	9.094	1	29.269	0.061	6	29.409	29.239	1
202211210000	44886	9.156	0.116	6	9.341	9.054	1	29.219	0.078	6	29.349	29.149	1
202211210100	44886.04167	9.415	0.021	6	9.429	9.375	1	29.399	0.04	6	29.459	29.349	1
202211210200	44886.08333	9.855	0.168	6	9.927	9.477	1	29.894	0.184	6	29.969	29.479	1
202211210300	44886.125	9.902	0.008	6	9.912	9.894	1	29.949	0.008	6	29.959	29.939	1
202211210400	44886.16667	9.957	0.033	6	10.013	9.926	1	30.004	0.048	6	30.109	29.979	1
202211210500	44886.20833	10.222	0.056	6	10.27	10.139	1	30.299	0.081	6	30.439	30.239	1
202211210600	44886.25	10.247	0.051	6	10.283	10.143	1	30.424	0.062	6	30.469	30.299	1
202211210700	44886.29167	10.308	0.016	6	10.319	10.281	1	30.479	0.021	6	30.499	30.449	1
202211210800	44886.33333	10.177	0.091	6	10.26	10.026	1	30.424	0.037	6	30.449	30.359	1
202211210900	44886.375	9.676	0.145	6	10.018	9.627	1	30.174	0.091	6	30.359	30.099	1
202211211000	44886.41667	9.272	0.228	6	9.409	8.775	1	29.894	0.1	6	29.949	29.669	1
202211211100	44886.45833	8.816	0.203	6	9.093	8.588	1	29.644	0.053	6	29.749	29.599	1
202211211200	44886.5	8.821	0.125	6	9.005	8.677	1	29.534	0.126	6	29.729	29.389	1
202211211300	44886.54167	8.719	0.158	6	8.973	8.573	1	29.169	0.115	6	29.339	29.079	1
202211211400	44886.58333	9.009	0.06	6	9.045	8.895	1	29.274	0.035	6	29.309	29.229	1
202211211500	44886.625	9.015	0.026	6	9.029	8.959	1	29.339	0.022	6	29.359	29.299	1
202211211600	44886.66667	9.112	0.233	6	9.556	9.001	1	29.454	0.172	6	29.769	29.359	1
202211211700	44886.70833	9.621	0.067	6	9.782	9.608	1	29.794	0.062	6	29.939	29.779	1
202211211800	44886.75	9.693	0.09	6	9.811	9.582	1	29.899	0.075	6	30.009	29.809	1
202211211900	44886.79167	10.102	0.113	6	10.263	10.007	1	30.249	0.085	6	30.359	30.159	1
202211212000	44886.83333	9.993	0.037	6	10.043	9.945	1	30.144	0.037	6	30.179	30.069	1
202211212100	44886.875	9.837	0.063	6	9.93	9.761	1	30.014	0.043	6	30.089	29.979	1
202211212200	44886.91667	9.67	0.043	6	9.741	9.626	1	29.934	0.021	6	29.969	29.919	1
202211212300	44886.95833	9.558	0.16	6	9.621	9.197	1	29.879	0.114	6	29.919	29.619	1
202211220000	44887	8.553	0.35	6	9.098	8.244	1	29.204	0.225	6	29.559	29.009	1
202211220100	44887.04167	8.512	0.137	6	8.536	8.2	1	29.089	0.073	6	29.119	28.929	1
202211220200	44887.08333	8.603	0.045	6	8.654	8.528	1	29.209	0.052	6	29.239	29.099	1
202211220300	44887.125	8.805	0.069	6	8.888	8.701	1	29.379	0.058	6	29.429	29.279	1
202211220400	44887.16667	9.023	0.117	6	9.159	8.888	1	29.529	0.058	6	29.599	29.459	1
202211220500	44887.20833	9.162	0.063	6	9.232	9.041	1	29.599	0.037	6	29.639	29.529	1
202211220600	44887.25	9.204	0.24	6	9.558	8.994	1	29.669	0.188	6	29.959	29.559	1
202211220700	44887.29167	9.916	0.21	6	10.28	9.753	1	30.339	0.186	6	30.539	30.009	1
202211220800	44887.33333	10.224	0.108	6	10.325	10.08	1	30.484	0.065	6	30.549	30.409	1
202211220900	44887.375	9.996	0.233	6	10.2	9.664	1	30.419	0.164	6	30.499	30.119	1
202211221000	44887.41667	9.115	0.247	6	9.449	8.705	1	29.804	0.189	6	30.099	29.559	1
202211221100	44887.45833	8.697	0.072	6	8.826	8.644	1	29.584	0.041	6	29.629	29.519	1
202211221200	44887.5	8.25	0.219	6	8.61	8.03	1	29.394	0.084	6	29.539	29.309	1
202211221300	44887.54167	8.464	0.168	6	8.596	8.137	1	29.339	0.147	6	29.499	29.099	1
202211221400	44887.58333	8.839	0.207	6	8.915	8.409	1	29.374	0.117	6	29.409	29.139	1
202211221500	44887.625	8.8	0.116	6	8.996	8.744	1	29.368	0.067	6	29.468	29.318	1
202211221600	44887.66667	8.724	0.011	6	8.739	8.711	1	29.348	0.011	6	29.368	29.338	1
202211221700	44887.70833	8.657	0.021	6	8.699	8.645	1	29.393	0.01	6	29.408	29.378	1
202211221800	44887.75	8.672	0.014	6	8.692	8.658	1	29.433	0.016	6	29.458	29.418	1
202211221900	44887.79167	8.804	0.366	6	9.5	8.647	1	29.498	0.24	6	29.978	29.408	1
202211222000	44887.83333	9.825	0.201	6	10.015	9.541	1	30.218	0.172	6	30.428	30.008	1
202211222100	44887.875	10.106	0.117	6	10.196	9.938	1	30.453	0.091	6	30.508	30.308	1
202211222200	44887.91667	10.004	0.127	6	10.125	9.763	1	30.368	0.066	6	30.468	30.288	1
202211222300	44887.95833	9.464	0.344	6	9.665	8.791	1	30.088	0.237	6	30.148	29.578	1
202211230000	44888	8.551	0.137	6	8.852	8.465	1	29.508	0.104	6	29.748	29.468	1
202211230100	44888.04167	8.618	0.13	6	8.743	8.467	1	29.443	0.063	6	29.518	29.348	1
202211230200	44888.08333	8.96	0.125	6	9.105	8.784	1	29.483	0.095	6	29.618	29.368	1
202211230300	44888.125	9.28	0.117	6	9.428	9.146	1	29.748	0.091	6	29.888	29.668	1
202211230400	44888.16667	9.519	0.034	6	9.563	9.488	1	29.963	0.034	6	30.008	29.918	1
202211230500	44888.20833	9.394	0.054	6	9.47	9.314	1	29.873	0.057	6	29.978	29.808	1
202211230600	44888.25	9.474	0.362	6	10.185	9.188	1	29.973	0.306	6	30.618	29.758	1
202211230700	44888.29167	9.995	0.19	6	10.45	9.958	1	30.413	0.188	6	30.858	30.368	1
202211230800	44888.33333	10.251	0.103	6	10.378	10.109	1	30.668	0.096	6	30.748	30.528	1
202211230900	44888.375	10.436	0.112	6	10.509	10.197	1	30.813	0.094	6	30.878	30.628	1
202211231000	44888.41667	10.013	0.134	6	10.204	9.851	1	30.518	0.113	6	30.658	30.338	1
202211231100	44888.45833	9.45	0.134	6	9.704	9.341	1	29.998	0.099	6	30.208	29.938	1
202211231200	44888.5	9.127	0.177	6	9.23	8.818	1	29.783	0.11	6	29.858	29.598	1
202211231300	44888.54167	8.983	0.102	6	9.082	8.834	1	29.593	0.08	6	29.718	29.528	1
202211231400	44888.58333	8.606	0.15	6	8.792	8.446	1	29.218	0.152	6	29.468	29.108	1
202211231500	44888.625	8.851	0.159	6	9.088	8.699	1	29.383	0.134	6	29.578	29.268	1
202211231600	44888.66667	8.811	0.023	6	8.848	8.792	1	29.363	0.024	6	29.398	29.338	1
202211231700	44888.70833	8.953	0.146	6	9.234	8.801	1	29.533	0.12	6	29.738	29.388	1
202211231800	44888.75	9.258	0.104	6	9.343	9.075	1	29.783	0.071	6	29.848	29.648	1
202211231900	44888.79167	9.687	0.17	6	9.764	9.366	1	30.123	0.149	6	30.208	29.868	1
202211232000	44888.83333	9.872	0.338	6	10.196	9.486	1	30.373	0.328	6	30.688	29.988	1
202211232100	44888.875	10.622	0.102	6	10.642	10.377	1	31.008	0.1	6	31.058	30.808	1
202211232200	44888.91667	10.575	0.061	6	10.606	10.457	1	30.968	0.058	6	30.978	30.838	1
202211232300	44888.95833	10.317	0.117	6	10.376	10.058	1	30.728	0.085	6	30.778	30.538	1
202211240000	44889	9.202	0.175	6	9.561	9.081	1	29.678	0.196	6	30.108	29.578	1
202211240100	44889.04167	8.783	0.224	6	9.244	8.641	1	29.333	0.203	6	29.768	29.218	1
202211240200	44889.08333	9.429	0.085	6	9.573	9.36	1	29.893	0.084	6	30.008	29.798	1
202211240300	44889.125	9.595	0.036	6	9.629	9.525	1	30.013	0.024	6	30.048	29.978	1
202211240400	44889.16667	9.725	0.147	6	9.91	9.572	1	30.158	0.144	6	30.348	30.018	1
202211240500	44889.20833	9.919	0.058	6	9.983	9.81	1	30.358	0.046	6	30.418	30.278	1
202211240600	44889.25	9.874	0.071	6	10.001	9.848	1	30.298	0.065	6	30.428	30.288	1
202211240700	44889.29167	10.173	0.112	6	10.296	9.954	1	30.623	0.121	6	30.768	30.398	1
202211240800	44889.33333	10.524	0.111	6	10.685	10.34	1	31.028	0.101	6	31.108	30.808	1
202211240900	44889.375	10.77	0.058	6	10.854	10.713	1	31.248	0.052	6	31.308	31.178	1
202211241000	44889.41667	10.838	0.165	5	11.129	10.707	4.167	31.278	0.061	5	31.298	31.168	4.167
202211241100	44889.45833	10.676	0.176	6	10.736	10.276	1	31.128	0.21	6	31.158	30.628	1
202211241200	44889.5	10.258	0.151	6	10.313	9.933	1	30.588	0.173	6	30.658	30.208	1
202211241300	44889.54167	9.969	0.189	6	10.293	9.806	1	30.259	0.176	6	30.549	30.089	1
202211241400	44889.58333	9.587	0.161	6	9.845	9.383	1	29.909	0.16	6	30.179	29.719	1
202211241500	44889.625	9.217	0.148	6	9.336	9.001	1	29.644	0.135	6	29.749	29.429	1
202211241600	44889.66667	9.382	0.064	6	9.449	9.292	1	29.835	0.062	6	29.89	29.74	1
202211241700	44889.70833	9.903	0.189	6	9.976	9.57	1	30.35	0.181	6	30.43	30.04	1
202211241800	44889.75	9.726	0.093	6	9.892	9.658	1	30.216	0.101	6	30.391	30.131	1
202211241900	44889.79167	9.739	0.085	6	9.936	9.703	1	30.236	0.081	6	30.431	30.221	1
